companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1065406073611,5406344280.0,1065406073611.0,540601001.0,"Общество с ограниченной ответственностью ""Жилищно-эксплуатационное управление № 7""","Новосибирская область, 630005, г Новосибирск, ул Лермонтова, д. 36, 82.926727, 55.044552",,https://trudvsem.ru/company/1065406073611,,+7(913)9562824,,kalganovanatalia@yandex.ru,
1025401932401,5405192028.0,1025401932401.0,540501001.0,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 453 комбинированного вида""","Новосибирская область, 630089, г Новосибирск, ул Бориса Богаткова, д. 197/1, 82.972469, 55.036365",,https://trudvsem.ru/company/1025401932401,,+7(383)2560174,,ds_453_nsk@nios.ru,
312547404100014,541628002890.0,312547404100014.0,,индивидуальный предприниматель Майбах Виталий Викторович,"Новосибирская область, 632160, с Усть-Тарка, р-н Усть-Таркский, ул О.Кошевого, д. 33, корп. кв, офис 1, 75.694211, 55.568502",,https://trudvsem.ru/company/312547404100014,,+7(38372)23400,,,
1175476108609,5406981787.0,1175476108609.0,540601001.0,"Общество с ограниченной ответственностью ""Феррум-Пром""","Новосибирская область, г Новосибирск, ул Станционная, д. 60/1, корп. 86, 82.817447, 55.002243",,https://trudvsem.ru/company/1175476108609,,+7(383)3638300 доб. 1084,,kashina@ferrum-n.ru,
1175476072859,5409006554.0,1175476072859.0,540901001.0,"Автономная некоммерческая организация дополнительного профессионального образования ""Сибирский образовательный центр"" имени К.Н.Рогова","Новосибирская область, 630097, г Новосибирск, ул Звездная, д. 8, корп. а, 83.068023, 54.955727",,https://trudvsem.ru/company/1175476072859,general@sibobrcentre.ru,+7(383)3377590,,v.mamontova@sibobr.ru,
1025401500805,5404142024.0,1025401500805.0,540401001.0,"МБОУ ""Гимназия № 16 ""Французская""","Новосибирская область, 630078, г Новосибирск, ул Пархоменко, д. 2, 82.872487, 54.99038",,https://trudvsem.ru/company/1025401500805,http://www.gymnase16.ru,Рабочий (8383) 3517906,,sch_70_nsk@nios.ru,
1045401493950,5404227535.0,1045401493950.0,540601001.0,"КЕМЕРОВСКИЙ ФИЛИАЛ ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕСТВЕННОСТЬЮ ""СИБИРСКИЕ СЕТИ""","Новосибирская область, 630015, г Новосибирск, пр-кт Дзержинского, д. 1/2, 82.95797, 55.04791",,https://trudvsem.ru/company/1045401493950,,+7(3842)480200 доб. 543,,kemerovo@sibset-team.ru,
315547600049370,542206062444.0,315547600049370.0,,Индивидуальный предприниматель Петерс Сергей Иванович,"Новосибирская область, 630108, г Новосибирск, ул Станционная, д. 30а, корп. 14, СТО ""Туарег"", 82.849669, 55.003967",,https://trudvsem.ru/company/315547600049370,,+7(962)8356846,,tuareg54@ngs.ru,
1027739456084,7717127211.0,1027739456084.0,110101001.0,"Филиал Федерального государственного унитарного предприятия ""Российская телевизионная и радиовещательная сеть"" филиал ""Радиотелевизионный передающий центр Республики Коми""","Новосибирская область, 630048, г Новосибирск, ул Римского-Корсакова, д. 9, 82.884245, 54.976524",,https://trudvsem.ru/company/1027739456084,,+7(8212)400045 доб. 9561,,eamakarova@rtrn.ru,
1075471001121,5435111587.0,1075471001121.0,543501001.0,"Муниципальное казенное учреждение Северного района Новосибирской области ""Информационно-методический центр""","Новосибирская область, 632080, р-н Северный, с.Северное,ул.Ленина 14, 78.369448, 56.351265",,https://trudvsem.ru/company/1075471001121,,+7(38360)22877,,mmc.sev@mail.ru,
304540626700083,540617570761.0,304540626700083.0,,Индивидуальный предприниматель Кобенко Вячеслав Александрович,"Новосибирская область, 630088, г Новосибирск, ул Сибиряков-Гвардейцев, д. 49/4, 82.924939, 54.948861",,https://trudvsem.ru/company/304540626700083,,,,,
304541018000127,541050023967.0,304541018000127.0,,Индивидуальный предприниматель Паршин Алексей Викторович,"Новосибирская область, 630091, г Новосибирск, ул Советская, д. 52, 82.912956, 55.043861",,https://trudvsem.ru/company/304541018000127,,+7(383)2218059,+7(383)2218059,2218059@net.ngs.ru,
1035401947151,5405263906.0,1035401947151.0,540701001.0,"Закрытое акционерное общество ""Внедренческое Научно-Производственное общество ""РОСЛЭП""","Новосибирская область, 633150, рп Станционно-Ояшинский, р-н Мошковский, ул Производственная, д. Дом  8/1, 83.820793, 55.459889",,https://trudvsem.ru/company/1035401947151,,+7(383)2435664,,anna_140@mail.ru,
1025402461446,5406150704.0,1025402461446.0,540601001.0,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Лицей № 12""","Новосибирская область, 630007, г Новосибирск, ул Серебренниковская, д. 10, 82.928586, 55.01994",,https://trudvsem.ru/company/1025402461446,,+7(913)7981011,,school_12@ngs.ru,
1155476074445,5404014907.0,1155476074445.0,540401001.0,"Муниципальное автономное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 500""","Новосибирская область, 630073, г Новосибирск, ул Стартовая, д. 1/3, 82.90806, 54.997864",,https://trudvsem.ru/company/1155476074445,,+7(383)3474161,,l.n.v@ngs.ru,
1035401516633,5404216519.0,1035401516633.0,543301001.0,"Общество с ограниченной ответственностью ""Мой дом""","Новосибирская область, 630054, г Новосибирск, пер 3-й Крашенинникова, д. 7, 82.869845, 54.984047",,https://trudvsem.ru/company/1035401516633,,+7(913)4547760,,mojdom-expert@mail.ru,
1175476100535,5405008889.0,1175476100535.0,540501001.0,"Общество с ограниченной ответственностью ""Жилищно-эксплуатационный участок № 9""","Новосибирская область, 630009, г Новосибирск, ул Никитина, д. 3, 82.952176, 55.00659",,https://trudvsem.ru/company/1175476100535,,+7(383)2660102,,jeu9@eml.ru,
1105476070358,5403323236.0,1105476070358.0,540301001.0,"Общество с ограниченной ответственностью ""Миллениум""","Новосибирская область, 630088, г Новосибирск, проезд Северный (Кировский р-н), д. 5/1, офис 18, 82.926547, 54.952439",,https://trudvsem.ru/company/1105476070358,,+7(383)2135073,,milleniym2010@mail.ru,
1115476112025,5402542732.0,1115476112025.0,540201001.0,"Акционерное общество ""НЭВЗ-КЕРАМИКС""","Новосибирская область, 630049, г Новосибирск, пр-кт Красный, д. 220, корп. 4, офис 204, 82.912551, 55.067344",,https://trudvsem.ru/company/1115476112025,,+7(383)3737135,,nevz-ok@nevz.ru,
1125476151470,5407479820.0,1125476151470.0,540701001.0,"Закрытое акционерное общество ""Глобус""","Новосибирская область, 630099, г Новосибирск, ул Орджоникидзе, д. 31, Новосибирск Марриотт Отель, 82.92352, 55.031484",,https://trudvsem.ru/company/1125476151470,,+7(383)2304961,,mhrs.ovbmc.hr.supervisor@marriotthotels.com,
1165476054622,5402014595.0,1165476054622.0,540201001.0,"Общество с ограниченной ответственностью ""АЛЬФА""","Новосибирская область, 633104, г Обь, тер аэропорт Толмачево, 82.667491, 55.009425",,https://trudvsem.ru/company/1165476054622,,+7(383)3832015,,info@avionmf.ry,
1025403205453,5407203187.0,1025403205453.0,540701001.0,"Общество с ограниченной ответственностью ""Салон Людмилы""","Новосибирская область, 630099, г Новосибирск, ул Вокзальная магистраль, д. 18, 82.914923, 55.030891",,https://trudvsem.ru/company/1025403205453,,+7(383)2222066,,ludmila958s@mail.ru,
1025403654440,5408159220.0,1025403654440.0,540801001.0,"Общество с ограниченной ответственностью ""Дорсиб плюс""","Новосибирская область, 630068, г Новосибирск, ул Приграничная, д. 4, 83.136564, 54.928143",,https://trudvsem.ru/company/1025403654440,,+7(383)3630594,,dorsibplus@dorsibplus.su,
1025405624958,5448104393.0,1025405624958.0,544801001.0,"Федеральное государственное автономное учреждение дополнительного профессионального образования ""Центр подготовки и сертификации авиационного персонала""","Новосибирская область, 633102, г Обь, тер аэропорт Толмачево, 82.667491, 55.009425",,https://trudvsem.ru/company/1025405624958,,+7(383)3122942,,t.zayceva@cpsap.ru,
1145476061851,5404512324.0,1145476061851.0,540401001.0,"Муниципальное казенное учреждение г.Новосибирска ""Центр технического надзора и развития материально-технической базы муниципальных учреждений в сфере социальной политики""","Новосибирская область, 630073, г Новосибирск, ул Выставочная, д. 40, 82.898385, 54.992022",,https://trudvsem.ru/company/1145476061851,,+7(383)3153406,,tehnadzor-sp@mail.ru,
1177031079477,7017429873.0,1177031079477.0,701701001.0,"Общество с ограниченной отвественность ""Ритейл НСК""","Новосибирская область, 630108, г Новосибирск, ул Станционная, д. 30А, 82.853056, 54.998003",,https://trudvsem.ru/company/1177031079477,,+7(382)2755555,,op@gsm70.ru,
1025401012944,5402103502.0,1025401012944.0,540201001.0,Открытое акционерное общество Октава,"Новосибирская область, 630049, г Новосибирск, пр-кт Красный, д. 220, корп. 36, 82.916154, 55.067953",,https://trudvsem.ru/company/1025401012944,,+7(383)2251540 доб. 341,+7(383)2258859,oktava2006@ngs.ru,
1035401013878,5402176081.0,1035401013878.0,540201001.0,"ООО ""Сибирский синтепон""","Новосибирская область, 630040, г Новосибирск, ул Кубовая, д. 62, 82.891315, 55.130878",,https://trudvsem.ru/company/1035401013878,http://c2group.ru/,+7(383)2036777 доб. 118,+7(383)2332211,oksana.kondrik@yandex.ru,
1055407063580,5407004086.0,1055407063580.0,540701001.0,"Государственное казенное учреждение Новосибирской области ""Служба технического контроля и развития материально-технической базы""","Новосибирская область, 630005, г Новосибирск, ул Некрасова, д. 54, 82.930212, 55.045779",,https://trudvsem.ru/company/1055407063580,,+7(383)3833095,,liloginova50@mail.ru,
1145476107413,5406789000.0,1145476107413.0,540601001.0,"Общество с ограниченной ответственностью ""Кемерово-1""","Новосибирская область, 630099, г Новосибирск, ул Советская, д. 18, офис 308, 82.916773, 55.030184",,https://trudvsem.ru/company/1145476107413,,+7(383)2461521,,tsilkova@inbox.ru,
1075474000018,5429108339.0,1075474000018.0,542901001.0,"Муниципальное казенное учреждение ""Управление образования Купинского района""","Новосибирская область, 632734, г Купино, р-н Купинский, ул Советов, д. 90, 77.297407, 54.364105",,https://trudvsem.ru/company/1075474000018,,+7(38358)23364,,kupino@mailsib.ru,
1035402457166,5406158125.0,1035402457166.0,540601001.0,"Муниципальное казенное дошкольное образовательное учреждение ""Детский сад № 34""","Новосибирская область, 630005, г Новосибирск, ул Лермонтова, д. 30а, 82.925487, 55.044351",,https://trudvsem.ru/company/1035402457166,,+7(8383)2248938,,ds_34_nsk@nios.ru,
1025401490982,5404148650.0,1025401490982.0,540401001.0,"Муниципальное казенное общеобразовательное учреждение города Новосибирска ""Специальная (коррекционная) школа-интернат № 39""","Новосибирская область, 630120, г Новосибирск, ул Фасадная, д. 19, 82.820681, 54.985798",,https://trudvsem.ru/company/1025401490982,,+7(383)3411666,,sch_39_nsk@nios.ru,
1195476040330,5405042135.0,1195476040330.0,540501001.0,"Акционерное общество ""АВАЛОН""","Новосибирская область, 632902, рп Краснозерское, р-н Краснозерский, ул Солнечная, д. 50, 79.270116, 53.988288",,https://trudvsem.ru/company/1195476040330,,+7(38357)44310,,leto-kraspk@yandex.ru,
1125476187660,5406729379.0,1125476187660.0,540601001.0,"Муниципальное казенное учреждение города Новосибирска ""Хозяйственное управление""","Новосибирская область, 630099, г Новосибирск, пр-кт Красный, д. 34, 82.921445, 55.028646",,https://trudvsem.ru/company/1125476187660,,+7(383)2274184,,MAverianova@admnsk.ru,
1095407000600,5407058405.0,1095407000600.0,540701001.0,"Общество с ограниченной ответственностью "" Сизон""","Новосибирская область, 630132, г Новосибирск, ул Челюскинцев, д. 5, 82.898394, 55.037242",,https://trudvsem.ru/company/1095407000600,,+7(383)2204027,,sizonnsk@bk.ru,
1185476099820,5408022313.0,1185476099820.0,540801001.0,"Общество с ограниченной ответственностью Торговый дом ""Астра""","Новосибирская область, 630128, г Новосибирск, ул Демакова, д. 36, корп. 1, 83.112894, 54.860616",,https://trudvsem.ru/company/1185476099820,,+7(383)3321738,,borodina.n@ngs.ru,
1125400003541,5404990747.0,1125400003541.0,540401001.0,Частное учреждение управления имущественным комплексом Сибирского университета потребительской кооперации (СибУПК),"Новосибирская область, 630087, г Новосибирск, пр-кт Карла Маркса, д. 26, 82.909856, 54.990509",,https://trudvsem.ru/company/1125400003541,,+7(383)3465803,,rector@sibupk.nsk.su,
1025401018851,5402141265.0,1025401018851.0,540201001.0,"Муниципальное казенное дошкольное образовательноеучреждение города Новосибирска ""Детский сад № 420 комбинированного вида Сибирячок""","Новосибирская область, 630049, г Новосибирск, ул Линейная, д. 31/5, 82.903389, 55.050071",,https://trudvsem.ru/company/1025401018851,,+7(383)2250853,+7(383)2362200,ds-420@mail.ru,
1135476137521,5407489521.0,1135476137521.0,540701001.0,"Общество с ограниченной ответственностью ""Парк кафе""","Новосибирская область, 630099, г Новосибирск, пр-кт Красный, д. 25/1, 82.918759, 55.029214",,https://trudvsem.ru/company/1135476137521,,+7(913)7697060,,d.martyshkina@parkcafe.com,
1025400527020,5401126384.0,1025400527020.0,540101001.0,"Муниципальное казенное общеобразовательное учреждение города Новосибирска ""Прогимназия ""Зимородок""","Новосибирская область, 630089, г Новосибирск, ул Адриена Лежена, д. 7/2, 82.987785, 55.039584",,https://trudvsem.ru/company/1025400527020,,+7(383)2678877,,zimorodok464@yandex.ru,
1065402063308,5402471094.0,1065402063308.0,540401001.0,"Общество с ограниченной ответственностью ТК ""Алекон""","Новосибирская область, 630071, г Новосибирск, ул Олимпийская, д. 37/1, 82.798654, 55.009321",,https://trudvsem.ru/company/1065402063308,,+7(383)3622462,,tkkadry@alekon.org,
1185476019860,5404072465.0,1185476019860.0,540401001.0,"Муниципальное автономное образовательное учреждение г. Новосибирска ""Средняя общеобразовательная школа № 215""","Новосибирская область, 630120, г Новосибирск, ул Титова, д. 242/1, 82.807215, 54.980766",,https://trudvsem.ru/company/1185476019860,,+7(903)9389715,,sch_215_nsk@nios.ru,
1135476046155,5404480489.0,1135476046155.0,540401001.0,"Муниципальное автономное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 369 ""Калейдоскоп""","Новосибирская область, 630045, г Новосибирск, ул Курганская, д. 20, 82.841629, 54.974225",,https://trudvsem.ru/company/1135476046155,,+7(383)3566603,+7(383)3566603,detsadik369@mail.ru,
1025401017245,5402142188.0,1025401017245.0,540201001.0,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 466 комбинированного вида""","Новосибирская область, 630001, г Новосибирск, ул Дуси Ковальчук, д. 28/2, 82.894253, 55.05118",,https://trudvsem.ru/company/1025401017245,,+7(383)2258189,+7(383)2362184,dc466@mail.ru,
1062222000895,2222054177.0,1062222000895.0,541001001.0,Общество с ограниченной ответственностью Азза,"Новосибирская область, 630049, г Новосибирск, пр-кт Красный, д. 159, 82.91142, 55.060178",,https://trudvsem.ru/company/1062222000895,,+7(914)3959993,,9143959993@mail.ru,
1035401506216,5404126784.0,1035401506216.0,540401001.0,"Государственное автономное профессиональное образовательное учреждение Новосибирской области ""Новосибирский колледж парикмахерского искусства""","Новосибирская область, г Новосибирск, ул Объединения, 82.959776, 55.095328",,https://trudvsem.ru/company/1035401506216,,+7(383)3433837,,ntbo2013@mail.ru,
1025403903722,5410114184.0,1025403903722.0,541001001.0,"ПАО ""НЗХК""","Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. 94, 82.977778, 55.089331",,https://trudvsem.ru/company/1025403903722,,Рабочий (8383) 2748239,Факс (8383) 2743071,nzhk@nccp.ru,
1115476169643,5404452322.0,1115476169643.0,540401001.0,"Общество с ограниченной ответственностью ""Управляющая компания ""Сибирь-Комфорт""","Новосибирская область, 630032, г Новосибирск, мкр Горский, д. 64, 82.894046, 54.993293",,https://trudvsem.ru/company/1115476169643,,+7(383)3545990,,gorina.57@list.ru,
1125476147257,5406724282.0,1125476147257.0,540601001.0,"Акционерное общество ""Газпромнефть-Терминал""","Новосибирская область, 630099, г Новосибирск, ул Максима Горького, д. 80, 82.924867, 55.027278",,https://trudvsem.ru/company/1125476147257,revenkova.iv@gazprom-neft.ru,+7(982)3013401,,Goncharova.OF@gazprom-neft.ru,
1105402003090,5402524437.0,1105402003090.0,540201001.0,"Общество с ограниченной ответственностью ""Сибирский Центр Комплексной Автоматизации""","Новосибирская область, 630015, г Новосибирск, ул Планетная, д. 30, корп.1-1а, 82.958653, 55.051613",,https://trudvsem.ru/company/1105402003090,,+7(913)3980411,,info@rosstroytech.ru,
308540720600018,540438271934.0,308540720600018.0,,Индивидуальный предприниматель Бабоян Гагик Мишаевич,"Новосибирская область, 630124, г Новосибирск, ул Есенина, д. 31/2, 82.986698, 55.0471",,https://trudvsem.ru/company/308540720600018,,+7(913)9164999,,info@stkprom.ru,
1025402452844,5406011002.0,1025402452844.0,540601001.0,"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Городская инфекционная клиническая больница № 1""","Новосибирская область, 630099, г Новосибирск, ул Семьи Шамшиных, д. 40, 82.933554, 55.035338",,https://trudvsem.ru/company/1025402452844,,+7(383)2181857,,gikb1@yandex.ru,
1065404088573,5404279950.0,1065404088573.0,540401001.0,"Общество с ограниченной ответственностью ""БОСТ""","Новосибирская область, 630107, г Новосибирск, ул 9-й Гвардейской Дивизии, д. 9/1, Магазин ""Купеческая лавка"", 82.850235, 54.966706",,https://trudvsem.ru/company/1065404088573,,+7(383)3082401,,tatianasilko@yandex.ru,
15739480-020f-11e6-a555-037acc02728d,7725520440.0,1047796714404.0,775001001.0,"СК ""Ренессанс Жизнь""","Новосибирская область, 630073, г Новосибирск, пр-кт Карла Маркса, д. 47/2, офис 507, 82.908042, 54.990886",,https://trudvsem.ru/company/15739480-020f-11e6-a555-037acc02728d,http://renlife.com,+7(495)9812981,,Anna.Kuhtarova@Renlife.com,
1025401014583,5402129959.0,1025401014583.0,540201001.0,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 58""","Новосибирская область, 630123, г Новосибирск, ул Аэропорт, д. 21/1, 82.903424, 55.079488",,https://trudvsem.ru/company/1025401014583,,+7(383)2002363,+7(383)2002121,sch_58_nsk@nios.ru,
1195476008210,5404084862.0,1195476008210.0,540401001.0,"Общество с ограниченной ответственностью Компания партнеров За-За ""Золотой лев""","Новосибирская область, 630052, г Новосибирск, ул Толмачевская, д. 45/2, офис 110, ПРЕДВАРИТЕЛЬНО СОЗВАНИВАТЬСЯ и договариваться о встрече, 82.832026, 54.958369",,https://trudvsem.ru/company/1195476008210,,+7(912)2413355,,sklev154@mail.ru,
1035401026671,7420003536.0,1035401026671.0,540243001.0,"Филиал ""Санаторий ""Ельцовка"" Федерального казенного учреждения ""Санаторно-курортный комплекс ""Приволжский"" Министерства обороны Российской Федерации","Новосибирская область, 630123, г Новосибирск, тер Санаторий СибВО Ельцовка, д. 9, 82.924274, 55.059095",,https://trudvsem.ru/company/1035401026671,,+7(383)2403164,,otd.kadrov154@yandex.ru,
1035402488956,5406254478.0,1035402488956.0,540601001.0,"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Новосибирский областной детский клинический психоневрологический диспансер","Новосибирская область, 630091, г Новосибирск, ул Гоголя, д. 24, 82.925712, 55.042561",,https://trudvsem.ru/company/1035402488956,,+7(383)3470950,,nodkpnd.kadr@yandex.ru,
1125476142351,5404468675.0,1125476142351.0,540401001.0,"Общество с ограниченной ответственностью ""Астор""","Новосибирская область, 630096, г Новосибирск, ул Станционная, д. 60/1, 82.816566, 54.997853",,https://trudvsem.ru/company/1125476142351,,+7(383)3409603,,hydrosib@mail.ru,
1035401304058,5403162444.0,1035401304058.0,540301001.0,ООО Сибирский Грузовой Терминал,"Новосибирская область, 630088, г Новосибирск, ул Петухова, д. 35/2, 82.852023, 54.946958",,https://trudvsem.ru/company/1035401304058,,+7(383)2090294,,donderfer@septima.ru,
1025401022162,5402131838.0,1025401022162.0,540201001.0,"Муниципальное казенное дошкольное образовательноеучреждение города Новосибирска ""Детский сад № 448комбинированного вида ""Серебряный колокольчик""","Новосибирская область, 630111, г Новосибирск, ул Кропоткина, д. 120/2, 82.932054, 55.05481",,https://trudvsem.ru/company/1025401022162,,+7(383)2032029,+7(383)2031302,ds448@mail.ru,
1045401323692,5403173750.0,1045401323692.0,546050001.0,"Общество с ограниченной ответственностью Сервисный металлоцентр ""Стиллайн""","Новосибирская область, 630024, г Новосибирск, ул Сибиряков-Гвардейцев, д. 50, 82.90055, 54.9633",,https://trudvsem.ru/company/1045401323692,,+7(383)3528299,,Job@smc-steelline.ru,
1125476128557,5404466999.0,1125476128557.0,540401001.0,МКДОУ д/с № 84,"Новосибирская область, 630096, г Новосибирск, ул Спортивная, д. 7/1, 82.806371, 54.981996",,https://trudvsem.ru/company/1125476128557,http://www.ds-84.nios.ru,Рабочий (383) 3478514,,ds_84_nsk@nios.ru,
1165476075445,5432000751.0,1165476075445.0,750201001.0,"Общество с ограниченной ответственностью ""Молочный цех ""Октябрьский""","Новосибирская область, 630132, г Новосибирск, ул Челюскинцев, д. 7, магазин ""Мясо и пельмени"", 82.898987, 55.037742",,https://trudvsem.ru/company/1165476075445,,+7(913)7663880,,mironenko_sv73@bk.ru,
1115476042384,5405432840.0,1115476042384.0,540501001.0,"Общество с ограниченной ответственностью ""ТАФИКА-ЛИЯНА""","Новосибирская область, 630039, г Новосибирск, ул Воинская, д. 63/3, 82.974463, 55.021777",,https://trudvsem.ru/company/1115476042384,,+7(923)2287344,+7(383)2302318,natalya1_liana2004@mail.ru,
1145476139907,5404524496.0,1145476139907.0,540401001.0,"Общество с ограниченной ответственностью ""Аварийно-ремонтная служба""","Новосибирская область, 630032, г Новосибирск, мкр Горский, д. Дом  42, офис офис ЭУ-24, 82.899553, 54.995028",,https://trudvsem.ru/company/1145476139907,,+7(383)3512345,,res1@eml.ru,
1035402503950,5406260827.0,1035402503950.0,540601001.0,"Общество с ограниченной ответственностью ""Новотелеком""","Новосибирская область, 630099, г Новосибирск, ул Семьи Шамшиных, д. 22/1, 82.934776, 55.029657",,https://trudvsem.ru/company/1035402503950,,+7(983)3144611,,zakharova@novotelecom.ru,
1085404028313,5404374025.0,1085404028313.0,540601001.0,"Общество с ограниченной ответственностью ""Сити-Лайн""","Новосибирская область, 630099, г Новосибирск, ул Советская, д. 18, офис 307, 82.916773, 55.030184",,https://trudvsem.ru/company/1085404028313,,+7(383)3474077,,tsilkova@inbox.ru,
1035401481972,5404202629.0,1035401481972.0,540401001.0,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 94""","Новосибирская область, 630054, г Новосибирск, пер Серафимовича 1-й, д. 4а, 82.878577, 54.980002",,https://trudvsem.ru/company/1035401481972,,+7(383)3610739,,sch_94_nsk@nios.ru,
1175476035790,5404055981.0,1175476035790.0,540401001.0,"Общество с ограниченной ответственностью ""Престиж""","Новосибирская область, 630108, г Новосибирск, ул Пархоменко, д. 26, Салон красоты ""Три орешка"", 82.860018, 54.987554",,https://trudvsem.ru/company/1175476035790,,+7(383)3546986,,salon54@ngs.ru,
314547629400431,540434237308.0,314547629400431.0,,Индивидуальный предприниматель Никифоров Владимир Александрович,"Новосибирская область, 630052, г Новосибирск, ул Троллейная, д. 85, 82.852301, 54.963626",,https://trudvsem.ru/company/314547629400431,,+7(383)3311440,,nikifor4@mail.ru,
1077762935733,7708655208.0,1077762935733.0,540643002.0,DoubleTree by Hilton Novosibirsk,"Новосибирская область, 630099, г Новосибирск, ул Каменская, д. 7/1, 82.928209, 55.026381",,https://trudvsem.ru/company/1077762935733,http://doubletree1.hilton.com/en_US/dt/hotel/OVBDTDI-Doubletree-by-Hilton-Novosibirsk/index.do,+7(383)2230100,,nskhilton@mail.ru,
304540116100048,540105944809.0,304540116100048.0,,Индивидуальный предприниматель Вергазов Олег Иванович,"Новосибирская область, 630051, г Новосибирск, ул Сурикова, д. 35, 82.987669, 55.055248",,https://trudvsem.ru/company/304540116100048,,+7(383)3804389,,3804389@mail.ru,
1025401494557,5404164130.0,1025401494557.0,540401001.0,"Муниципальное казенное общеобразовательное учреждение города Новосибирска ""Специальная (коррекционная) школа № 14""","Новосибирская область, 630073, г Новосибирск, ул Выставочная, д. 34/1, 82.896579, 54.991661",,https://trudvsem.ru/company/1025401494557,,+7(383)3464373,,sch_14_nsk@nios.ru,
1035401488858,5404105128.0,1035401488858.0,540401001.0,"Федеральное бюджетное учреждение науки ""Новосибирский научно-исследовательский институт гигиены"" Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека","Новосибирская область, 630108, г Новосибирск, ул Пархоменко, д. 7, 82.868363, 54.987353",,https://trudvsem.ru/company/1035401488858,,+7(383)3434421,,ngi@niig.su,
1185476103999,5405033684.0,1185476103999.0,540501001.0,"Общество с ограниченной ответственностью ""Ривер плейс""","Новосибирская область, 630009, г Новосибирск, ул Добролюбова, д. 2А, этаж 1, 82.942528, 55.002547",,https://trudvsem.ru/company/1185476103999,,+7(913)7069418,,i.alekseeva@denisivanov.ru,
1075404012970,5404325846.0,1075404012970.0,540401001.0,"Общество с ограниченной ответственностью ""Региональная Технологическая Компания ""ПромИз""","Новосибирская область, 630108, г Новосибирск, ул Станционная, д. 30а, 82.853056, 54.998003",,https://trudvsem.ru/company/1075404012970,,+7(383)3000404,,promiz1@yandex.ru,
1115476163010,5406694849.0,1115476163010.0,540601001.0,ООО «Технадзор»,"Новосибирская область, 630099, г Новосибирск, ул Орджоникидзе, д. 40, 82.935988, 55.031634",,https://trudvsem.ru/company/1115476163010,http://tnz-nsk.ru/,Рабочий (8383) 3733261,,,
1185476044907,5404075635.0,1185476044907.0,540401001.0,"Общество с ограниченной ответственностью ""ГОЛД ВУД""","Новосибирская область, 632402, г Каргат, р-н Каргатский, ул Советская, д. Дом  52А, 80.299927, 55.189455",,https://trudvsem.ru/company/1185476044907,,+7(914)9094845,,gold-wood8@inbox.ru,
316547600077628,540786243247.0,316547600077628.0,,ИП Бухалов Александр Александрович,"Новосибирская область, 630024, г Новосибирск, ул Мира, д. 65/2, 82.927868, 54.963362",,https://trudvsem.ru/company/316547600077628,,+7(383)3732980 доб. 1123,,as.popova@rineco.ru,
1025403197995,5407197984.0,1025403197995.0,540701001.0,"Акционерное общество ""Д2 Страхование""","Новосибирская область, 630099, г Новосибирск, ул Советская, д. 33, 4 этаж, 82.916225, 55.029239",,https://trudvsem.ru/company/1025403197995,,+7(913)7475190,,personal@d2insur.ru,
1095404022988,5404403251.0,1095404022988.0,540401001.0,Межрайонная ИФНС России №16 по Новосибирской области,"Новосибирская область, 630108, г Новосибирск, пл Труда, д. 1, оф. 306, 82.868246, 54.9954",,https://trudvsem.ru/company/1095404022988,,+7(8383)3624601,,16ok@ngs.ru,
e5b20b30-cf55-11e7-bf93-037acc02728d,7736632467.0,1117746533926.0,772601001.0,АО СберТех,"Новосибирская область, 630005, г Новосибирск, ул Семьи Шамшиных, д. 64, 82.930069, 55.041839",,https://trudvsem.ru/company/e5b20b30-cf55-11e7-bf93-037acc02728d,,+7(383)2868313,,IVKuznetcova.SBT@sberbank.ru,
1115476164616,5406695419.0,1115476164616.0,546050001.0,"АО ""НИИЭП""","Новосибирская область, 630005, г Новосибирск, ул Писарева, д. 53, 82.920007, 55.049333",,https://trudvsem.ru/company/1115476164616,,,,,Ammunition
1025403212933,5407121872.0,1025403212933.0,540701001.0,"Государственное бюджетное профессиональное образовательное учреждение Новосибирской области ""Новосибирский колледж транспортных технологий имени Н.А.Лунина""","Новосибирская область, 632334, г Барабинск, р-н Барабинский, ул Островского, д. 5, 78.342696, 55.347254",,https://trudvsem.ru/company/1025403212933,,+7(38361)24820,,pu-11-bar@mail.ru,
1045402486854,5406284810.0,1045402486854.0,540101001.0,"Общество с ограниченной ответственностью частная охранная организация ""Стражник""","Новосибирская область, 630112, г Новосибирск, ул Кольцова, д. 154, 82.949957, 55.050251",,https://trudvsem.ru/company/1045402486854,,+7(383)2914437,,straz@ngs.ru,
